"employee_id","fullname","rating","iq_match","pauli_match","gtq_match","final_match_rate"
"EMP101121","Gita Hasibuan","1","121.66","100.00","125.00","116.16"
"EMP101122","Maya Utami","2","87.56","146.67","67.86","99.38"
"EMP101123","Dian Kurniawan","2","80.18","158.33","82.14","104.22"
"EMP101124","Cahyo Tri Maulida","3","100.93","133.33","103.57","111.45"
"EMP101125","Nabila Halim",,"105.99","63.33","96.43","90.32"
"EMP101126","Ayunda Jatmiko Zulfikar",,"73.73","105.00","100.00","90.99"
"EMP101127","Valdo Hasibuan","4","86.64","130.00","125.00","111.15"
"EMP101128","Kartika Setiawan","3","75.58","101.67","142.86","103.59"
"EMP101129","Rendra Purnama","4","93.09","165.00","96.43","115.66"
"EMP101130","Rifqi Kusuma","2","95.85","81.67","128.57","101.41"
"EMP101131","Lestari Candra Nugroho","3","99.54","111.67","121.43","109.74"
"EMP101132","Umar Pradana","1","103.23","128.33","114.29","114.08"
"EMP101133","Rendra Subekti","4","99.54","150.00","117.86","120.17"
"EMP101134","Kurnia Dharma Putra","4","100.46","36.67","110.71","84.40"
"EMP101135","Adit Rohman","5","106.91","41.67","132.14","94.91"
"EMP101136","Arif Saputra Halim","3","106.91","50.00","117.86","93.12"
"EMP101137","Nabila Putra","5","100.93","116.67","0.00","75.37"
"EMP101138","Rizka Kusuma","3","126.27","41.67","89.29","89.79"
"EMP101139","Rendra Gunawan","4","100.93","73.33","0.00","62.37"
"EMP101140","Wahyu Nabila Purnama","2","117.97","88.33","57.14","90.83"
"EMP101141","Dwi Hartanto","5","100.93","110.00","92.86","101.23"
"EMP101142","Rani Kusuma Putra","2","104.15","60.00","78.57","83.23"
"EMP101143","Ayunda Purnama","3","117.05","70.00","135.71","108.53"
"EMP101144","Rifqi Maulida","3","85.71","156.67","110.71","114.50"
"EMP101145","Yoga Adi Halim","2","82.95","165.00","125.00","120.18"
"EMP101146","Ayu Suharto","3","100.93","80.00","0.00","64.37"
"EMP101147","Anisa Kusuma","4","102.30","46.67","125.00","92.42"
"EMP101148","Ahmad Hartanto","2","126.27","33.33","121.43","96.94"
"EMP101149","Utami Zulfikar Siregar","4","76.50","150.00","71.43","97.03"
"EMP101150","Wahyu Pramudita Indrawan","4","108.76","126.67","139.29","123.29"
"EMP101151","Dwi Adi Wijaya","2","79.26","81.67","78.57","79.78"
"EMP101152","Dewi Nabila Hasibuan","1","100.93","48.33","0.00","54.87"
"EMP101153","Ayunda Siregar","3","83.87","66.67","121.43","89.98"
"EMP101154","Gita Aji Simanjuntak","2","106.91","81.67","146.43","111.19"
"EMP101155","Rizki Baskara Permadi","4","100.93","93.33","0.00","68.37"
"EMP101156","Adi Halim","2","100.93","166.67","89.29","117.16"
"EMP101157","Galih Iqbal Pradana","1","99.54","80.00","114.29","98.10"
"EMP101158","Putri Saputra Sinaga","3","117.05","56.67","107.14","95.96"
"EMP101159","Vania Maulana","4","102.30","153.33","89.29","113.71"
"EMP101160","Oka Lestari Wijaya","3","100.93","130.00","0.00","79.37"
"EMP101161","Fajar Ramadhan",,"80.18","43.33","107.14","77.22"
"EMP101162","Hadi Lestari","1","79.26","65.00","75.00","73.71"
"EMP101163","Maya Suharto","3","91.24","43.33","110.71","82.71"
"EMP101164","Nabila Subekti","3","95.85","56.67","46.43","69.27"
"EMP101165","Kartika Iqbal Gunawan",,"76.50","61.67","103.57","80.17"
"EMP101166","Utami Qolbi Halim","3","97.70","78.33","117.86","97.94"
"EMP101167","Rama Utami","4","79.26","45.00","107.14","77.35"
"EMP101168","Oka Permadi",,"123.50","43.33","103.57","93.47"
"EMP101169","Anisa Wijaya Maulana","4","82.03","130.00","110.71","105.03"
"EMP101170","Dewi Jatmiko Indrawan",,"117.05","96.67","110.71","109.03"
"EMP101171","Maya Baskara Suharto","5","100.93","140.00","107.14","114.52"
"EMP101172","Arif Purnama","2","100.93","33.33","0.00","50.37"
"EMP101173","Rizki Dharma Rahmawati","4","74.65","151.67","71.43","96.79"
"EMP101174","Yoga Saputra Mahendra","2","100.93","75.00","0.00","62.87"
"EMP101175","Anisa Yulianto","4","73.73","60.00","142.86","90.35"
"EMP101176","Dimas Tri Pratama","3","107.83","41.67","89.29","82.42"
"EMP101177","Mahendra Siregar","3","100.93","38.33","0.00","51.87"
"EMP101178","Galih Rahmawati","1","77.42","121.67","53.57","83.54"
"EMP101179","Rani Jatmiko Indrawan","2","107.83","136.67","107.14","116.28"
"EMP101180","Hana Suharto","5","100.93","141.67","0.00","82.87"
"EMP101181","Putri Ananda","4","95.85","71.67","71.43","81.27"
"EMP101182","Valdo Zulfikar Santoso",,"105.99","91.67","103.57","100.97"
"EMP101183","Gita Adi Wibowo","2","108.76","63.33","128.57","101.07"
"EMP101184","Mahendra Dharma Yulianto",,"112.44","86.67","132.14","110.62"
"EMP101185","Wahyu Utami",,"105.99","36.67","110.71","86.61"
"EMP101186","Citra Halim Wijaya",,"101.38","166.67","71.43","111.98"
"EMP101187","Prasetyo Ananda","2","101.38","123.33","117.86","112.91"
"EMP101188","Julia Utami","3","100.93","38.33","0.00","51.87"
"EMP101189","Prasetyo Pradana","3","123.50","130.00","110.71","121.62"
"EMP101190","Kurnia Dharma Kurniawan",,"80.18","111.67","125.00","103.07"
"EMP101191","Wulan Nugroho",,"129.03","50.00","89.29","93.40"
"EMP101192","Galih Aji Permadi","1","105.07","58.33","92.86","87.38"
"EMP101193","Dwi Utama Handayani","3","94.93","98.33","110.71","100.69"
"EMP101194","Prasetyo Candra Subekti","4","96.77","46.67","107.14","84.85"
"EMP101195","Hana Aji Setiawan",,"100.93","111.67","0.00","73.87"
"EMP101196","Satya Firmansyah",,"82.95","73.33","132.14","94.82"
"EMP101197","Cahyo Pamungkas","3","82.03","111.67","89.29","93.10"
"EMP101198","Nadia Pratomo","3","75.58","88.33","107.14","88.87"
"EMP101199","Umar Rachman Hidayat","1","100.46","121.67","107.14","108.83"
"EMP101200","Anisa Ridwan","3","109.68","98.33","125.00","110.87"
"EMP101201","Valdo Sinaga","3","110.60","93.33","114.29","106.53"
"EMP101202","Valdo Utami",,"100.93","125.00","0.00","77.87"
"EMP101203","Dwi Lestari","1","81.11","65.00","107.14","84.09"
"EMP101204","Kartika Nugroho","4","100.93","163.33","0.00","89.37"
"EMP101205","Nurlita Qolbi Tamba","3","100.93","165.00","0.00","89.87"
"EMP101206","Utami Siregar","3","100.93","90.00","0.00","67.37"
"EMP101207","Adi Salsabila",,"119.82","128.33","117.86","121.78"
"EMP101208","Dimas Siregar","3","100.93","111.67","96.43","102.80"
"EMP101209","Zaki Indrawan",,"117.05","103.33","92.86","105.68"
"EMP101210","Luthfi Lestari Rahmawati","3","94.93","111.67","89.29","98.26"
"EMP101211","Valdo Ananda","3","126.27","156.67","96.43","126.44"
"EMP101212","Galih Suharto","5","125.35","118.33","139.29","127.42"
"EMP101213","Bayu Erlangga Hidayat","4","101.38","161.67","100.00","119.05"
"EMP101214","Intan Ridwan","3","98.62","88.33","67.86","86.30"
"EMP101215","Ayu Kusuma","3","94.01","160.00","85.71","111.32"
"EMP101216","Galih Candra Ridwan","5","102.30","160.00","107.14","121.06"
"EMP101217","Luthfi Lestari Kusuma","4","95.85","146.67","92.86","110.20"
"EMP101218","Dian Gunawan","2","95.85","140.00","96.43","109.27"
"EMP101219","Dinda Lestari Setiawan","3","128.11","101.67","110.71","114.96"
"EMP101220","Hadi Pramudita Saputra","3","100.93","51.67","78.57","79.45"
"EMP101221","Bayu Adi Handayani","5","95.85","110.00","110.71","104.56"
"EMP101222","Sari Rahmawati","3","92.17","105.00","75.00","90.87"
"EMP101223","Dimas Situmorang",,"120.74","113.33","100.00","112.29"
"EMP101224","Rizka Indrawan","5","97.70","143.33","89.29","108.86"
"EMP101225","Zahra Hidayat","5","89.40","140.00","96.43","106.69"
"EMP101226","Yoga Erlangga Mahendra","4","111.52","123.33","121.43","118.04"
"EMP101227","Fitri Dharma Ramadhan","2","100.93","60.00","71.43","79.80"
"EMP101228","Satya Qolbi Anggara","2","100.93","163.33","117.86","124.73"
"EMP101229","Ayu Putra","5","115.21","118.33","121.43","118.01"
"EMP101230","Luthfi Handayani","4","125.35","50.00","89.29","91.92"
"EMP101231","Sari Tri Wibowo","4","82.03","128.33","92.86","99.17"
"EMP101232","Adi Rohman","4","86.64","145.00","89.29","104.94"
"EMP101233","Kurnia Tri Pratomo","3","100.93","63.33","0.00","59.37"
"EMP101234","Luthfi Ananda","2","115.21","143.33","150.00","134.08"
"EMP101235","Cahyo Ganesha Situmorang",,"100.93","80.00","0.00","64.37"
"EMP101236","Novi Baskara Fauziah",,"106.91","165.00","128.57","130.84"
"EMP101237","Zahra Ridwan","4","78.34","133.33","110.71","104.55"
"EMP101238","Rani Yulianto",,"100.93","108.33","0.00","72.87"
"EMP101239","Bella Qolbi Simanjuntak","2","105.07","155.00","100.00","118.53"
"EMP101240","Rifqi Nabila Nugroho","4","88.48","158.33","121.43","119.32"
"EMP101241","Mahendra Wijaya","3","76.50","43.33","82.14","68.24"
"EMP101242","Sari Saputra Tamba",,"128.11","91.67","110.71","111.96"
"EMP101243","Nugroho Setiawan",,"100.93","51.67","0.00","55.87"
"EMP101244","Evi Indrawan","3","74.65","101.67","110.71","93.58"
"EMP101245","Fitri Salsabila","3","100.93","131.67","57.14","97.02"
"EMP101246","Joko Pradana","3","122.58","130.00","128.57","126.60"
"EMP101247","Iman Syahputra","3","74.65","100.00","114.29","94.15"
"EMP101248","Cahyo Lestari","4","105.99","78.33","89.29","92.68"
"EMP101249","Nurlita Erlangga Maulida","1","115.21","110.00","75.00","101.58"
"EMP101250","Iman Wijaya","4","106.91","118.33","96.43","107.19"
"EMP101251","Adit Pratama",,"100.93","146.67","75.00","106.87"
"EMP101252","Vania Ginting","1","74.65","125.00","82.14","92.00"
"EMP101253","Maya Baskara Ananda","2","126.27","128.33","82.14","113.65"
"EMP101254","Luthfi Qolbi Sinaga","1","91.24","98.33","100.00","96.00"
"EMP101255","Gita Handayani","4","100.93","156.67","0.00","87.37"
"EMP101256","Ayu Pratama","3","100.93","160.00","0.00","88.37"
"EMP101257","Rifqi Erlangga Pradana","1","117.05","58.33","100.00","94.32"
"EMP101258","Cahyo Utami",,"74.65","93.33","121.43","94.29"
"EMP101259","Rafa Qolbi Indrawan","3","119.82","158.33","78.57","119.00"
"EMP101260","Satya Lestari","3","100.93","155.00","0.00","86.87"
"EMP101261","Bayu Rachman Pratomo",,"100.93","63.33","100.00","89.37"
"EMP101262","Ari Baskara Yulianto","3","100.93","43.33","0.00","53.37"
"EMP101263","Intan Purnama",,"100.93","108.33","0.00","72.87"
"EMP101264","Luthfi Pramudita Simanjuntak","5","87.56","40.00","78.57","70.59"
"EMP101265","Umar Utami","4","100.93","65.00","85.71","85.59"
"EMP101266","Joko Zulfikar Ginting","3","87.56","78.33","110.71","91.74"
"EMP101267","Rani Herlambang","3","90.32","150.00","96.43","110.06"
"EMP101268","Rani Lestari","2","100.93","120.00","0.00","76.37"
"EMP101269","Rizky Jatmiko Herlambang",,"100.46","43.33","75.00","75.68"
"EMP101270","Novi Permadi",,"100.46","130.00","103.57","110.26"
"EMP101271","Nabila Adi Ananda","3","126.27","75.00","117.86","108.36"
"EMP101272","Utami Baskara Lukman","1","121.66","145.00","128.57","130.74"
"EMP101273","Bella Fadillah Fauziah","4","100.93","100.00","78.57","93.95"
"EMP101274","Maya Nabila Ridwan","4","112.44","66.67","100.00","94.98"
"EMP101275","Wulan Mahardika Salsabila","4","115.21","90.00","39.29","84.87"
"EMP101276","Dinda Saputra","4","98.62","56.67","110.71","89.66"
"EMP101277","Utami Fauziah","3","100.93","115.00","0.00","74.87"
"EMP101278","Bella Maulana","4","98.62","75.00","82.14","86.59"
"EMP101279","Fajar Utami","4","100.93","58.33","0.00","57.87"
"EMP101280","Arif Saputra Handayani","1","126.27","160.00","125.00","136.01"
"EMP101281","Wahyu Ramadhan","2","116.13","61.67","107.14","97.09"
"EMP101282","Bella Lestari Herlambang","4","100.93","46.67","0.00","54.37"
"EMP101283","Ayu Yulianto","5","122.58","85.00","50.00","89.53"
"EMP101284","Nadia Mahardika Purnama","2","92.17","75.00","96.43","88.29"
"EMP101285","Prasetyo Yudhistira Lukman","3","95.85","148.33","46.43","96.77"
"EMP101286","Zaki Adi Permadi","5","101.38","35.00","103.57","82.12"
"EMP101287","Fajar Putra","1","100.93","123.33","107.14","109.52"
"EMP101288","Kurnia Zulfikar Maulida","3","84.79","51.67","125.00","86.92"
"EMP101289","Evi Ramadhan",,"125.35","145.00","110.71","126.85"
"EMP101290","Dinda Maulana","5","73.73","78.33","71.43","74.42"
"EMP101291","Prasetyo Dharma Utami","2","98.62","41.67","85.71","77.66"
"EMP101292","Maya Permadi","3","100.93","66.67","0.00","60.37"
"EMP101293","Citra Suharto","5","110.60","128.33","100.00","112.74"
"EMP101294","Nugroho Rahmawati",,"96.77","156.67","85.71","111.42"
"EMP101295","Hana Dharma Handayani","5","79.26","66.67","82.14","76.35"
"EMP101296","Umar Tamba","3","90.32","33.33","57.14","63.27"
"EMP101297","Teguh Siregar","2","99.54","160.00","103.57","118.89"
"EMP101298","Nurlita Halim","2","74.65","165.00","110.71","112.58"
"EMP101299","Vania Candra Nugroho","3","105.07","155.00","78.57","112.10"
"EMP101300","Eko Kurniawan",,"101.38","103.33","114.29","105.84"
"EMP101301","Fajar Erlangga Maulana",,"121.66","38.33","100.00","90.16"
"EMP101302","Hana Anugrah Subekti",,"113.36","106.67","82.14","101.99"
"EMP101303","Kurnia Hartanto","3","76.50","108.33","117.86","98.46"
"EMP101304","Iman Firmansyah","2","100.93","103.33","0.00","71.37"
"EMP101305","Gita Wijaya Fauziah","5","82.03","118.33","142.86","111.17"
"EMP101306","Dwi Zulfikar",,"118.89","86.67","125.00","111.06"
"EMP101307","Iman Situmorang","4","114.29","93.33","128.57","112.29"
"EMP101308","Prasetyo Saputra","4","82.03","160.00","103.57","111.88"
"EMP101309","Rizka Hidayat","2","100.93","125.00","0.00","77.87"
"EMP101310","Rizka Yudhistira Sinaga","2","106.91","100.00","89.29","99.55"
"EMP101311","Teguh Wibowo","4","100.93","50.00","85.71","81.09"
"EMP101312","Budi Syahputra","3","92.17","120.00","121.43","109.29"
"EMP101313","Indra Mahardika Putra","3","100.93","138.33","0.00","81.87"
"EMP101314","Umar Wijaya Salsabila","3","82.95","65.00","114.29","86.97"
"EMP101315","Dwi Wibowo",,"100.93","158.33","0.00","87.87"
"EMP101316","Nugroho Kusuma Hasibuan","2","86.64","98.33","128.57","102.73"
"EMP101317","Nadia Qolbi Utami","3","129.03","90.00","103.57","109.68"
"EMP101318","Nurlita Zulfikar Sinaga",,"78.34","115.00","92.86","93.69"
"EMP101319","Budi Anugrah Syahputra","4","122.58","46.67","103.57","94.10"
"EMP101320","Fajar Tamba","3","74.65","95.00","117.86","93.72"
"EMP101321","Ari Wijaya","4","100.93","41.67","0.00","52.87"
"EMP101322","Mahendra Sinaga","3","115.21","161.67","110.71","127.80"
"EMP101323","Rendra Hartanto","2","120.74","126.67","103.57","117.37"
"EMP101324","Teguh Lestari Saputra","3","100.93","33.33","78.57","73.95"
"EMP101325","Gita Tri Siregar","2","74.65","95.00","103.57","89.43"
"EMP101326","Satya Wibowo","3","92.17","95.00","114.29","99.65"
"EMP101327","Rizka Suharto",,"118.89","60.00","89.29","92.34"
"EMP101328","Maya Candra Maulana",,"90.32","83.33","60.71","79.34"
"EMP101329","Galih Kusuma Ridwan","3","100.93","71.67","0.00","61.87"
"EMP101330","Rizki Nugroho","4","96.77","85.00","82.14","88.85"
"EMP101331","Zahra Setiawan","4","119.82","156.67","85.71","120.64"
"EMP101332","Wahyu Sinaga","3","80.18","60.00","107.14","82.22"
"EMP101333","Oka Gunawan","3","82.03","90.00","100.00","89.81"
"EMP101334","Yuni Hartanto","4","80.18","151.67","128.57","116.15"
"EMP101335","Tania Kusuma","2","81.11","141.67","110.71","108.16"
"EMP101336","Rama Lestari Handayani","5","117.05","38.33","89.29","85.11"
"EMP101337","Lestari Jatmiko Situmorang","5","100.93","145.00","142.86","126.73"
"EMP101338","Oktavia Yulianto","4","78.34","125.00","117.86","104.19"
"EMP101339","Ayu Subekti",,"73.73","91.67","78.57","80.56"
"EMP101340","Ayunda Permadi","4","100.46","50.00","92.86","83.04"
"EMP101341","Joko Putra","4","100.46","108.33","107.14","104.83"
"EMP101342","Arif Pradana","3","83.87","83.33","121.43","94.98"
"EMP101343","Anisa Anugrah Saputra",,"93.09","118.33","128.57","111.31"
"EMP101344","Ayunda Anugrah Rahmawati",,"82.03","150.00","121.43","114.24"
"EMP101345","Nadia Pramudita Gunawan","3","110.60","160.00","92.86","120.10"
"EMP101346","Luthfi Tri Subekti","4","98.62","76.67","114.29","96.73"
"EMP101347","Utami Adi Handayani","3","78.34","66.67","114.29","85.62"
"EMP101348","Rendra Yudhistira Pradana","4","100.93","128.33","0.00","78.87"
"EMP101349","Novi Kusuma","3","121.66","36.67","82.14","84.31"
"EMP101350","Bella Dharma Maulida","4","74.65","88.33","75.00","78.86"
"EMP101351","Dwi Tamba","4","86.64","75.00","75.00","79.65"
"EMP101352","Dian Sinaga","1","110.60","58.33","75.00","84.24"
"EMP101353","Prasetyo Halim","2","99.54","85.00","103.57","96.39"
"EMP101354","Wulan Aji Rohman","2","100.93","81.67","128.57","103.45"
"EMP101355","Utami Halim","3","100.46","45.00","75.00","76.18"
"EMP101356","Yuni Ramadhan","4","129.03","56.67","146.43","112.54"
"EMP101357","Bayu Zulfikar Hasibuan","2","89.40","68.33","57.14","73.40"
"EMP101358","Kurnia Maulana","2","99.54","133.33","96.43","108.74"
"EMP101359","Fajar Iqbal Simanjuntak",,"87.56","103.33","103.57","97.09"
"EMP101360","Fitri Iqbal Lukman","2","114.29","36.67","64.29","76.00"
"EMP101361","Adi Pratama","3","85.71","48.33","103.57","79.86"
"EMP101362","Valdo Kusuma","3","89.40","81.67","78.57","83.83"
"EMP101363","Rafa Gunawan","3","122.58","118.33","153.57","130.60"
"EMP101364","Rizky Baskara Handayani","5","100.93","68.33","0.00","60.87"
"EMP101365","Teguh Setiawan","4","100.93","33.33","57.14","67.52"
"EMP101366","Rani Firmansyah","3","107.83","141.67","67.86","105.99"
"EMP101367","Ahmad Nugroho","4","100.93","71.67","153.57","107.95"
"EMP101368","Julia Herlambang","1","95.85","143.33","114.29","115.63"
"EMP101369","Dimas Yudhistira Pratomo","3","82.95","151.67","89.29","105.47"
"EMP101370","Iman Rachman Simanjuntak","5","117.97","108.33","125.00","117.19"
"EMP101371","Anisa Kurniawan","4","100.93","91.67","103.57","98.95"
"EMP101372","Adit Gunawan","3","123.50","156.67","60.71","114.62"
"EMP101373","Hana Aji Sinaga","4","74.65","78.33","125.00","90.86"
"EMP101374","Anisa Qolbi Kurniawan",,"108.76","136.67","110.71","117.72"
"EMP101375","Lestari Salsabila","3","100.93","101.67","117.86","106.23"
"EMP101376","Iman Tamba",,"117.97","76.67","125.00","107.69"
"EMP101377","Dwi Utama Fauziah","3","82.95","125.00","100.00","100.68"
"EMP101378","Joko Dharma Utami",,"126.27","60.00","89.29","95.29"
"EMP101379","Oka Pamungkas",,"82.03","118.33","103.57","99.38"
"EMP101380","Teguh Utama Pratomo","3","99.54","130.00","100.00","108.82"
"EMP101381","Kurnia Ridwan","4","101.38","141.67","135.71","123.77"
"EMP101382","Citra Zulfikar Siregar","5","103.23","65.00","132.14","100.43"
"EMP101383","Rizky Ramadhan",,"122.58","45.00","107.14","94.68"
"EMP101384","Indra Ginting","1","103.23","141.67","114.29","118.08"
"EMP101385","Dian Yudhistira Lestari",,"100.93","65.00","0.00","59.87"
"EMP101386","Rama Maulida",,"112.44","123.33","42.86","94.83"
"EMP101387","Zahra Wibowo","2","103.23","55.00","85.71","83.50"
"EMP101388","Ayunda Tri Hidayat",,"106.91","131.67","71.43","103.69"
"EMP101389","Rizka Erlangga Siregar","3","83.87","146.67","107.14","109.69"
"EMP101390","Wahyu Pramudita Gunawan","3","127.19","158.33","92.86","126.23"
"EMP101391","Dewi Fauziah",,"100.93","153.33","0.00","86.37"
"EMP101392","Yoga Siregar","2","111.52","38.33","89.29","82.89"
"EMP101393","Evi Jatmiko Halim","5","83.87","35.00","75.00","66.55"
"EMP101394","Ari Utami","3","100.93","45.00","0.00","53.87"
"EMP101395","Nabila Saputra Setiawan","4","100.93","80.00","0.00","64.37"
"EMP101396","Gita Ginting","4","96.77","121.67","78.57","98.78"
"EMP101397","Gita Wijaya Setiawan",,"94.93","36.67","46.43","62.90"
"EMP101398","Umar Kusuma","2","92.17","110.00","117.86","105.22"
"EMP101399","Utami Rohman",,"107.83","131.67","100.00","112.63"
"EMP101400","Rendra Rachman Wijaya",,"97.70","106.67","121.43","107.51"
"EMP101401","Evi Situmorang","2","127.19","73.33","96.43","101.80"
"EMP101402","Wulan Dharma Nugroho","3","118.89","118.33","132.14","122.70"
"EMP101403","Oktavia Jatmiko Utami",,"112.44","91.67","110.71","105.69"
"EMP101404","Rizky Salsabila","3","95.85","103.33","110.71","102.56"
"EMP101405","Putri Purnama","1","114.29","165.00","64.29","114.50"
"EMP101406","Ahmad Zulfikar Rohman","3","107.83","126.67","89.29","107.92"
"EMP101407","Zahra Jatmiko Hartanto",,"125.35","123.33","64.29","106.42"
"EMP101408","Vania Aji Ginting","2","94.01","165.00","64.29","106.39"
"EMP101409","Rendra Utama Handayani","4","94.93","116.67","92.86","100.83"
"EMP101410","Andi Ganesha Handayani","2","83.87","96.67","117.86","97.91"
"EMP101411","Dwi Firmansyah","2","100.93","105.00","107.14","104.02"
"EMP101412","Mahendra Kurniawan","1","100.93","143.33","67.86","103.73"
"EMP101413","Nugroho Fadillah Rahmawati",,"95.85","126.67","103.57","107.41"
"EMP101414","Rafa Lestari","4","117.05","138.33","67.86","108.68"
"EMP101415","Hadi Adi Anggara","2","88.48","43.33","75.00","70.89"
"EMP101416","Prasetyo Tri Halim",,"100.93","148.33","0.00","84.87"
"EMP101417","Arif Halim","4","117.05","145.00","103.57","121.39"
"EMP101418","Kartika Kurniawan",,"96.77","66.67","128.57","97.28"
"EMP101419","Bella Siregar",,"80.18","63.33","128.57","89.65"
"EMP101420","Cahyo Rachman Indrawan","3","87.56","38.33","107.14","78.67"
"EMP101421","Galih Santoso","3","109.68","161.67","78.57","115.94"
"EMP101422","Hana Pratomo","3","110.60","63.33","96.43","92.17"
"EMP101423","Galih Gunawan","3","102.30","41.67","117.86","88.78"
"EMP101424","Yoga Aji Hidayat","3","100.93","55.00","114.29","91.16"
"EMP101425","Wahyu Aji Situmorang","5","100.93","158.33","0.00","87.87"
"EMP101426","Utami Yulianto","3","98.62","140.00","114.29","115.73"
"EMP101427","Arif Pratama","3","100.93","145.00","0.00","83.87"
"EMP101428","Umar Wibowo","3","100.93","70.00","107.14","93.52"
"EMP101429","Yoga Erlangga Hidayat","4","73.73","36.67","117.86","75.85"
"EMP101430","Iman Fauziah",,"128.11","146.67","103.57","126.32"
"EMP101431","Valdo Rahmawati","3","100.93","55.00","0.00","56.87"
"EMP101432","Lestari Hasibuan","2","100.93","103.33","0.00","71.37"
"EMP101433","Anisa Zulfikar Rohman","4","114.29","156.67","103.57","123.79"
"EMP101434","Vania Rachman Gunawan","3","100.93","148.33","0.00","84.87"
"EMP101435","Bayu Anggara","4","100.93","98.33","0.00","69.87"
"EMP101436","Nabila Hartanto","4","73.73","80.00","89.29","80.28"
"EMP101437","Kurnia Zulfikar Indrawan",,"115.21","125.00","125.00","121.08"
"EMP101438","Kurnia Fauziah",,"129.03","95.00","96.43","109.04"
"EMP101439","Oka Anugrah Hidayat","3","113.36","45.00","89.29","85.63"
"EMP101440","Ari Lestari Fauziah","3","109.68","36.67","85.71","80.59"
"EMP101441","Mahendra Pradana","3","123.50","161.67","92.86","125.76"
"EMP101442","Valdo Saputra Fauziah","5","86.64","46.67","60.71","66.87"
"EMP101443","Teguh Iqbal Siregar","5","84.79","126.67","71.43","93.35"
"EMP101444","Rizky Siregar","5","79.26","40.00","67.86","64.06"
"EMP101445","Ayunda Qolbi Hartanto","5","99.54","158.33","89.29","114.10"
"EMP101446","Fitri Adi Pratomo","4","86.64","108.33","64.29","86.44"
"EMP101447","Rendra Pramudita Situmorang","3","86.64","36.67","110.71","78.87"
"EMP101448","Dewi Herlambang",,"100.93","111.67","0.00","73.87"
"EMP101449","Bella Hidayat","4","107.83","103.33","82.14","98.78"
"EMP101450","Fajar Iqbal Permadi","4","90.32","118.33","103.57","102.70"
"EMP101451","Bayu Kusuma","3","115.21","166.67","89.29","122.87"
"EMP101452","Dimas Wibowo","3","117.97","161.67","71.43","117.12"
"EMP101453","Adi Saputra Pratomo","3","97.70","125.00","96.43","105.51"
"EMP101454","Utami Adi Siregar","3","100.93","33.33","142.86","93.23"
"EMP101455","Galih Mahardika Wibowo","4","76.50","65.00","92.86","77.96"
"EMP101456","Nurlita Rachman Ramadhan","5","113.36","165.00","121.43","131.27"
"EMP101457","Arif Simanjuntak","2","115.21","141.67","53.57","104.65"
"EMP101458","Oktavia Kusuma Pratama",,"95.85","65.00","117.86","93.20"
"EMP101459","Hadi Qolbi Ananda","4","90.32","123.33","107.14","105.27"
"EMP101460","Zahra Fadillah Saputra","3","82.95","111.67","110.71","99.89"
"EMP101461","Dimas Halim Wijaya","4","73.73","146.67","117.86","108.85"
"EMP101462","Dwi Pratomo","2","126.27","131.67","110.71","123.22"
"EMP101463","Budi Mahendra",,"81.11","141.67","96.43","103.87"
"EMP101464","Arif Utami",,"118.89","156.67","103.57","125.63"
"EMP101465","Oka Lestari Simanjuntak","4","86.64","138.33","78.57","99.73"
"EMP101466","Kartika Ramadhan","3","100.93","75.00","0.00","62.87"
"EMP101467","Bella Aji Siregar","4","82.03","48.33","82.14","71.95"
"EMP101468","Yuni Nugroho",,"129.03","58.33","89.29","95.90"
"EMP101469","Rizka Wijaya Kurniawan","3","125.35","105.00","96.43","110.57"
"EMP101470","Citra Simanjuntak","2","75.58","106.67","125.00","99.73"
"EMP101471","Rani Hidayat","3","100.93","143.33","0.00","83.37"
"EMP101472","Mahendra Baskara Purnama","5","85.71","116.67","85.71","95.00"
"EMP101473","Kurnia Lukman","3","97.70","126.67","46.43","91.01"
"EMP101474","Hadi Ramadhan","1","117.05","101.67","100.00","107.32"
"EMP101475","Rifqi Permadi","3","117.05","121.67","85.71","109.03"
"EMP101476","Mahendra Wijaya Pamungkas","3","126.27","45.00","114.29","98.29"
"EMP101477","Putri Indrawan",,"79.26","158.33","85.71","104.92"
"EMP101478","Ayunda Wibowo","1","81.11","56.67","85.71","75.16"
"EMP101479","Oka Wibowo",,"77.42","43.33","114.29","78.25"
"EMP101480","Rizki Yudhistira Hartanto","3","96.77","86.67","78.57","88.28"
"EMP101481","Bella Situmorang","4","96.77","116.67","125.00","111.21"
"EMP101482","Dimas Suharto","4","106.91","63.33","71.43","83.19"
"EMP101483","Ayunda Iqbal Fauziah","1","122.58","126.67","96.43","115.96"
"EMP101484","Oka Qolbi Mahendra",,"100.93","80.00","0.00","64.37"
"EMP101485","Maya Salsabila","3","78.34","151.67","71.43","98.26"
"EMP101486","Yoga Utama Utami",,"94.93","58.33","100.00","85.47"
"EMP101487","Rizka Siregar","4","78.34","158.33","92.86","106.69"
"EMP101488","Yuni Tri Maulida",,"100.93","58.33","0.00","57.87"
"EMP101489","Anisa Adi Anggara","3","100.93","101.67","0.00","70.87"
"EMP101490","Rizki Nabila Utami","3","100.93","115.00","0.00","74.87"
"EMP101491","Umar Yudhistira Maulida","3","101.38","136.67","96.43","110.48"
"EMP101492","Bella Salsabila","5","100.93","96.67","103.57","100.45"
"EMP101493","Rani Utama Nugroho","3","82.95","111.67","92.86","94.54"
